factor,source,active,original_family,proposed_family,mechanism,horizon,formula_units,definition,review_status,reason,representative_eligible,source_reference,semantic_resolved,replacement_hold_reason,expected_return_direction,correctness_status,statistical_substitution,semantic_audit_basis,dense_field,dense_lag,horizon_type,denominator_reference,direction_evidence,economic_theme,subtheme,measurement_family,measurement_orientation,representation_sign,disposition,role_reason,composite_group,u_item_review,u_review_status,dated_availability_semantics,exact_alias,c_output,r_role,c_role,h_role,lineage_partition_id,lineage_source,lineage_economic_family,lineage_authoritative_semantics,lineage_historical_semantics,lineage_continuation_semantics,lineage_historical_action,lineage_continuation_action,lineage_known_accepted_residual,lineage_research_usable,lineage_temporarily_blocked,lineage_block_reason,lineage_qualification_authority,lineage_canonical_schema_start,lineage_canonical_schema_end,quality_full_coverage,quality_infinite_fraction,quality_coverage_A,quality_coverage_B,quality_coverage_C,quality_coverage_D,quality_worst_era_coverage,legacy_proposal_role_0_995,legacy_reason_0_995,legacy_unknown_pair_count_0_995
alpha158_CORD5,alpha158,True,Liquidity,LiquidityTrading,alpha158_cord,window_5,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 5)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 5)",canonical_formula_measurement_axis_not_return_claim,trading_activity,return_volume_growth_correlation,alpha158_cord,higher return-volume growth correlation,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,return_volume_growth_correlation__window_5,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_CORD5,erc_401d8dfcc7503986,raw,rank_constituent,raw_and_rank,alpha158_002,alpha158,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9717474750060612,0.0,0.9719977938700346,0.9277974689769692,0.9883515840708632,0.9989400848757471,0.9277974689769692,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_CORD60,alpha158,True,Liquidity,LiquidityTrading,alpha158_cord,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)",canonical_formula_measurement_axis_not_return_claim,trading_activity,return_volume_growth_correlation,alpha158_cord,higher return-volume growth correlation,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,return_volume_growth_correlation__window_60,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_CORD60,erc_e0039336c9cf90d7,raw,rank_constituent,raw_and_rank,alpha158_002,alpha158,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9964446037336931,0.0,0.9975662744952462,0.9895218078228516,0.9981293764611036,0.9999779900817806,0.9895218078228516,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_CORR10,alpha158,True,Liquidity,LiquidityTrading,alpha158_corr,window_10,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 10)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 10)",canonical_formula_measurement_axis_not_return_claim,trading_activity,price_log_volume_correlation,alpha158_corr,higher price-log-volume correlation,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,price_log_volume_correlation__window_10,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_CORR10,erc_38d851d16107ea47,raw,rank_constituent,raw_and_rank,alpha158_002,alpha158,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9778091169335348,0.0,0.9789233272611728,0.9414894743349184,0.9907756546326189,0.9996265192002146,0.9414894743349184,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_CORR20,alpha158,True,Liquidity,LiquidityTrading,alpha158_corr,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 20)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 20)",canonical_formula_measurement_axis_not_return_claim,trading_activity,price_log_volume_correlation,alpha158_corr,higher price-log-volume correlation,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,price_log_volume_correlation__window_20,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_CORR20,erc_9c6a81e5b35cf7c0,raw,rank_constituent,raw_and_rank,alpha158_002,alpha158,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.983487059170769,0.0,0.9851187871941932,0.9554301147614775,0.99278463992723,0.9998631258210732,0.9554301147614775,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_CORR30,alpha158,True,Liquidity,LiquidityTrading,alpha158_corr,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 30)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 30)",canonical_formula_measurement_axis_not_return_claim,trading_activity,price_log_volume_correlation,alpha158_corr,higher price-log-volume correlation,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,price_log_volume_correlation__window_30,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_CORR30,erc_037ede19dfe67dad,raw,rank_constituent,raw_and_rank,alpha158_002,alpha158,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9876661933165778,0.0,0.989554469578652,0.965998471304166,0.9942586720970232,0.9999257165260096,0.965998471304166,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_CORR5,alpha158,True,Liquidity,LiquidityTrading,alpha158_corr,window_5,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 5)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 5)",canonical_formula_measurement_axis_not_return_claim,trading_activity,price_log_volume_correlation,alpha158_corr,higher price-log-volume correlation,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,price_log_volume_correlation__window_5,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_CORR5,erc_64f656a225c40c87,raw,rank_constituent,raw_and_rank,alpha158_002,alpha158,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9729283906147176,0.0,0.9735083211580768,0.9302892841700746,0.9887762587666212,0.9990473832270668,0.9302892841700746,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_CORR60,alpha158,True,Liquidity,LiquidityTrading,alpha158_corr,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 60)",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: Corr($close, Log($volume+1), 60)",canonical_formula_measurement_axis_not_return_claim,trading_activity,price_log_volume_correlation,alpha158_corr,higher price-log-volume correlation,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,price_log_volume_correlation__window_60,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_CORR60,erc_310a9f67e8f80039,raw,rank_constituent,raw_and_rank,alpha158_002,alpha158,Liquidity,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9965421851305828,0.0,0.997662615908,0.9897622461309584,0.998165679297999,0.9999951853303896,0.9897622461309584,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_IMAX20,alpha158,True,VolatilityRisk,RiskLottery,alpha158_imax,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: IdxMax($high, 20)/20",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: IdxMax($high, 20)/20",canonical_formula_measurement_axis_not_return_claim,price_path,maximum_position,alpha158_imax,later first maximum within oldest-to-newest window; one-based argmax divided by window,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,maximum_position__window_20,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_IMAX20,erc_6fdaebce7fbeb966,raw,rank_constituent,raw_and_rank,alpha158_003,alpha158,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.98425867503136,0.0,0.9859902792398396,0.9572716536212946,0.99306752807134,0.9998927016486804,0.9572716536212946,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_IMAX30,alpha158,True,VolatilityRisk,RiskLottery,alpha158_imax,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: IdxMax($high, 30)/30",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: IdxMax($high, 30)/30",canonical_formula_measurement_axis_not_return_claim,price_path,maximum_position,alpha158_imax,later first maximum within oldest-to-newest window; one-based argmax divided by window,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,maximum_position__window_30,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_IMAX30,erc_0a1aac410f6966dc,raw,rank_constituent,raw_and_rank,alpha158_003,alpha158,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9882554464123025,0.0,0.9901767113637788,0.9674322213289273,0.9945121069961046,0.9999504776840064,0.9674322213289273,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_IMAX60,alpha158,True,VolatilityRisk,RiskLottery,alpha158_imax,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: IdxMax($high, 60)/60",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: IdxMax($high, 60)/60",canonical_formula_measurement_axis_not_return_claim,price_path,maximum_position,alpha158_imax,later first maximum within oldest-to-newest window; one-based argmax divided by window,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,maximum_position__window_60,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_IMAX60,erc_ffe2253a1023c6b2,raw,rank_constituent,raw_and_rank,alpha158_003,alpha158,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9968463740529862,0.0,0.9979268918934446,0.9905826052446972,0.9983122605639544,1.0,0.9905826052446972,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_IMIN20,alpha158,True,VolatilityRisk,RiskLottery,alpha158_imin,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: IdxMin($low, 20)/20",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: IdxMin($low, 20)/20",canonical_formula_measurement_axis_not_return_claim,price_path,minimum_position,alpha158_imin,later first minimum within oldest-to-newest window; one-based argmin divided by window,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,minimum_position__window_20,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_IMIN20,erc_735659eb2774afc7,raw,rank_constituent,raw_and_rank,alpha158_003,alpha158,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.98425867503136,0.0,0.9859902792398396,0.9572716536212946,0.99306752807134,0.9998927016486804,0.9572716536212946,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_IMIN30,alpha158,True,VolatilityRisk,RiskLottery,alpha158_imin,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: IdxMin($low, 30)/30",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: IdxMin($low, 30)/30",canonical_formula_measurement_axis_not_return_claim,price_path,minimum_position,alpha158_imin,later first minimum within oldest-to-newest window; one-based argmin divided by window,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,minimum_position__window_30,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_IMIN30,erc_3560d64fb68e4d18,raw,rank_constituent,raw_and_rank,alpha158_003,alpha158,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9882554464123025,0.0,0.9901767113637788,0.9674322213289273,0.9945121069961046,0.9999504776840064,0.9674322213289273,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_IMIN60,alpha158,True,VolatilityRisk,RiskLottery,alpha158_imin,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: IdxMin($low, 60)/60",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: IdxMin($low, 60)/60",canonical_formula_measurement_axis_not_return_claim,price_path,minimum_position,alpha158_imin,later first minimum within oldest-to-newest window; one-based argmin divided by window,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,minimum_position__window_60,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_IMIN60,erc_1881209c97b92e2e,raw,rank_constituent,raw_and_rank,alpha158_003,alpha158,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9968463740529862,0.0,0.9979268918934446,0.9905826052446972,0.9983122605639544,1.0,0.9905826052446972,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_IMXD20,alpha158,True,VolatilityRisk,RiskLottery,alpha158_imxd,window_20,ratio_or_normalized_statistic,"Qlib Alpha158 expression: (IdxMax($high, 20)-IdxMin($low, 20))/20",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: (IdxMax($high, 20)-IdxMin($low, 20))/20",canonical_formula_measurement_axis_not_return_claim,price_path,extrema_position_difference,alpha158_imxd,larger normalized IdxMax-minus-IdxMin,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,extrema_position_difference__window_20,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_IMXD20,erc_41781f0f49b6690f,raw,rank_constituent,raw_and_rank,alpha158_003,alpha158,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.98425867503136,0.0,0.9859902792398396,0.9572716536212946,0.99306752807134,0.9998927016486804,0.9572716536212946,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_IMXD30,alpha158,True,VolatilityRisk,RiskLottery,alpha158_imxd,window_30,ratio_or_normalized_statistic,"Qlib Alpha158 expression: (IdxMax($high, 30)-IdxMin($low, 30))/30",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: (IdxMax($high, 30)-IdxMin($low, 30))/30",canonical_formula_measurement_axis_not_return_claim,price_path,extrema_position_difference,alpha158_imxd,larger normalized IdxMax-minus-IdxMin,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,extrema_position_difference__window_30,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_IMXD30,erc_69a9de53d02b544f,raw,rank_constituent,raw_and_rank,alpha158_003,alpha158,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9882554464123025,0.0,0.9901767113637788,0.9674322213289273,0.9945121069961046,0.9999504776840064,0.9674322213289273,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_IMXD60,alpha158,True,VolatilityRisk,RiskLottery,alpha158_imxd,window_60,ratio_or_normalized_statistic,"Qlib Alpha158 expression: (IdxMax($high, 60)-IdxMin($low, 60))/60",formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,"Qlib Alpha158 expression: (IdxMax($high, 60)-IdxMin($low, 60))/60",canonical_formula_measurement_axis_not_return_claim,price_path,extrema_position_difference,alpha158_imxd,larger normalized IdxMax-minus-IdxMin,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,extrema_position_difference__window_60,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_IMXD60,erc_2ed30c042ef65f0a,raw,rank_constituent,raw_and_rank,alpha158_003,alpha158,VolatilityRisk,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9968463740529862,0.0,0.9979268918934446,0.9905826052446972,0.9983122605639544,1.0,0.9905826052446972,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha158_KLEN,alpha158,True,TradingBehavior,TradingBehavior,intraday_klen,same_day,ratio_or_normalized_statistic,Qlib Alpha158 expression: ($high-$low)/$open,formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,,,rolling_or_recursive_parameters,Qlib Alpha158 expression: ($high-$low)/$open,canonical_formula_measurement_axis_not_return_claim,within_day_shape,intraday_range_open_normalized,intraday_klen,larger high-low range relative to open,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,intraday_range_open_normalized__same_day,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha158_KLEN,erc_f49640007a32dc45,raw,rank_constituent,raw_and_rank,alpha158_001,alpha158,TradingBehavior,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9677067317610882,0.0,0.9636439327448552,0.9234135682342745,0.9875693606796438,0.9986855951963354,0.9234135682342745,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
