factor,source,active,original_family,proposed_family,mechanism,horizon,formula_units,definition,review_status,reason,representative_eligible,source_reference,semantic_resolved,replacement_hold_reason
mature_earnings_yield_ttm,mature_public,True,Value,Valuation,mature_earnings_yield_ttm,vendor_TTM_asof_daily_basic,dimensionless,1/pe_ttm for positive pe_ttm,source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_extra_large_order_imbalance,mature_public,False,TradingBehavior,TradingBehavior,order_flow_pressure,unspecified,unresolved,(extra_large_buy-extra_large_sell)/(extra_large_buy+extra_large_sell),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_float_market_cap_ratio,mature_public,False,Size,SizeStructure,scale_float_and_shell_value,unspecified,unresolved,circ_mv/total_mv,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_gross_margin,mature_public,False,Profitability,Fundamentals,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",unspecified,unresolved,(revenue-oper_cost)/revenue,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_gross_profitability,mature_public,False,Profitability,Fundamentals,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",unspecified,unresolved,(revenue-oper_cost)/total_assets,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_high_52w,mature_public,False,MomentumTrend,ReturnDynamics,Proximity to the 52-week high may capture gradual information diffusion and anchoring separately from raw cumulative momentum.,name_window_52,unresolved,close/rolling_max_252(close),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_idiosyncratic_volatility_60,mature_public,True,VolatilityRisk,RiskLottery,mature_idiosyncratic_volatility,beta_window_60_min40_then_residual_std_window_60_min40,dimensionless,"beta_t=cov_60_min40(stock_return,market_return)/var_60_min40(market_return); std_60_min40(stock_return_t-beta_t*market_return_t,ddof=1)",source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_institutional_flow_persistence_20,mature_public,False,TradingBehavior,TradingBehavior,Persistent large-order and aggregate net buying pressure can convey information not present in price history alone.,name_window_20,unresolved,mean_20(institutional_order_imbalance),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_institutional_order_imbalance,mature_public,False,TradingBehavior,TradingBehavior,Persistent large-order and aggregate net buying pressure can convey information not present in price history alone.,unspecified,unresolved,(large_and_extra_large_buy-sell)/(large_and_extra_large_buy+sell),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_intraday_return_20,mature_public,True,TradingBehavior,TradingBehavior,mature_intraday_return,window_20_min_observations_10,dimensionless,mean_20(close/open-1),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_large_order_imbalance,mature_public,False,TradingBehavior,TradingBehavior,order_flow_pressure,unspecified,unresolved,(large_buy-large_sell)/(large_buy+large_sell),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_log_float_market_cap,mature_public,False,Size,SizeStructure,scale_float_and_shell_value,unspecified,unresolved,log(circ_mv),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_log_total_market_cap,mature_public,True,Size,SizeStructure,mature_log_total_market_cap,asof_daily_basic,log_total_mv_vendor_unit,log(total_mv),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_market_beta_60,mature_public,False,VolatilityRisk,RiskLottery,"Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.",name_window_60,unresolved,"cov_60(stock_return,market_return)/var_60(market_return)",documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_max_daily_return_21,mature_public,True,VolatilityRisk,RiskLottery,mature_max_daily_return,window_21_min_observations_11,dimensionless,max_21(daily_return),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_max_drawdown_60,mature_public,False,VolatilityRisk,RiskLottery,"Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.",name_window_60,unresolved,min_60(close/running_max(close)-1),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_medium_order_imbalance,mature_public,False,TradingBehavior,TradingBehavior,order_flow_pressure,unspecified,unresolved,(medium_buy-medium_sell)/(medium_buy+medium_sell),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_momentum_12_1,mature_public,False,MomentumTrend,ReturnDynamics,Intermediate-horizon raw return continuation is tested as a competing hypothesis and is not relabeled as reversal if weak.,name_window_12_1,unresolved,close[t-21]/close[t-252]-1,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_net_flow_persistence_20,mature_public,False,TradingBehavior,TradingBehavior,Persistent large-order and aggregate net buying pressure can convey information not present in price history alone.,name_window_20,unresolved,mean_20(net_flow_to_traded_amount),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_net_flow_persistence_5,mature_public,False,TradingBehavior,TradingBehavior,Persistent large-order and aggregate net buying pressure can convey information not present in price history alone.,name_window_5,unresolved,mean_5(net_flow_to_traded_amount),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_net_flow_to_traded_amount,mature_public,False,TradingBehavior,TradingBehavior,order_flow_pressure,unspecified,unresolved,net_mf_amount_cny/traded_amount_cny,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_net_income_growth_yoy,mature_public,False,GrowthInvestment,Fundamentals,Conservative investment and realized operating growth are competing fundamental channels rather than one mechanically signed growth family.,unspecified,unresolved,signed_yoy_growth(n_income_attr_p),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_net_margin,mature_public,False,Profitability,Fundamentals,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",unspecified,unresolved,n_income_attr_p/revenue,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_operating_cashflow_to_assets,mature_public,False,CashFlow,Fundamentals,Cash-backed earnings and low accrual dependence reduce the chance that reported profits overstate economic performance.,unspecified,unresolved,n_cashflow_act/total_assets,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_operating_profitability,mature_public,False,Profitability,Fundamentals,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",unspecified,unresolved,operate_profit/total_assets,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_overall_order_imbalance,mature_public,False,TradingBehavior,TradingBehavior,order_flow_pressure,unspecified,unresolved,(all_buy_amount-all_sell_amount)/(all_buy_amount+all_sell_amount),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_overnight_return_20,mature_public,False,Reversal,ReturnDynamics,Retail-driven overreaction and temporary overnight sentiment can reverse over subsequent horizons.,name_window_20,unresolved,mean_20(open/previous_close-1),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_parkinson_volatility_20,mature_public,True,VolatilityRisk,RiskLottery,mature_parkinson_volatility,window_20_min_observations_10,dimensionless,sqrt(mean_20(log(high/low)^2)/(4*log(2))),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_realized_volatility_60,mature_public,True,VolatilityRisk,RiskLottery,mature_realized_volatility,window_60_min_observations_30,dimensionless,std_60(daily_return),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_return_on_assets,mature_public,False,Profitability,Fundamentals,"Persistent operating efficiency and profits relative to assets or sales may signal durable business quality, but A-share evidence is mixed.",unspecified,unresolved,n_income_attr_p/total_assets,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_return_skewness_60,mature_public,True,VolatilityRisk,RiskLottery,mature_return_skewness,window_60_min_observations_30,dimensionless,skew_60(daily_return),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_revenue_growth_yoy,mature_public,False,GrowthInvestment,Fundamentals,Conservative investment and realized operating growth are competing fundamental channels rather than one mechanically signed growth family.,unspecified,unresolved,revenue/prior_year_revenue-1,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_reversal_1m,mature_public,True,Reversal,ReturnDynamics,mature_reversal_1m,lag_21,dimensionless,-(close/close[t-21]-1),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_sales_to_price_pit,mature_public,True,Value,Valuation,mature_sales_to_price_pit,latest_available_consolidated_statement_period_not_TTM_rebuilt,dimensionless,PIT_revenue/market_cap_cny,source_formula_reconciled_distinct_input_identity,CNY numerator/market cap; information_available_date <= decision_date. No trailing-four-quarter conversion in compute_fundamental_factors.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_sales_to_price_ttm,mature_public,True,Value,Valuation,mature_sales_to_price_ttm,vendor_TTM_asof_daily_basic,dimensionless,1/ps_ttm for positive ps_ttm,source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_small_order_imbalance,mature_public,False,TradingBehavior,TradingBehavior,order_flow_pressure,unspecified,unresolved,(small_buy-small_sell)/(small_buy+small_sell),documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_turnover_mean_20,mature_public,True,Liquidity,LiquidityTrading,mature_turnover_mean,window_20_min_observations_10,dimensionless,mean_20(turnover_rate_f/100),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_turnover_rate_free_float,mature_public,True,Liquidity,LiquidityTrading,mature_turnover_rate_free_float,asof_daily_basic,dimensionless,turnover_rate_f/100,source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_turnover_volatility_20,mature_public,True,Liquidity,LiquidityTrading,mature_turnover_volatility,window_20_min_observations_10,dimensionless,std_20(turnover_rate_f/100),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
mature_volume_ratio,mature_public,False,Liquidity,LiquidityTrading,Unusually intense or unstable trading can reflect attention and speculative overpricing under short-sale constraints.,unspecified,unresolved,Tushare volume_ratio,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_vwap_deviation,mature_public,False,TradingBehavior,TradingBehavior,within_day_price_formation,unspecified,unresolved,close/vwap-1,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,inventory_definition_not_fully_reconciled,False,unresolved_semantics
mature_vwap_deviation_20,mature_public,True,TradingBehavior,TradingBehavior,mature_vwap_deviation,window_20_min_observations_10,dimensionless,mean_20(close/vwap-1),source_formula_reconciled_distinct_input_identity,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_universe_v2/mature_factors.py; factor_universe_v2/historical_data.py::statement_event_timeline,True,
max_drawdown_20,project_basic,False,VolatilityRisk,RiskLottery,max_drawdown,window_20,dimensionless,20-day rolling maximum drawdown.,documented_semantics_pending_human_review,Existing definition retained; numeric clustering does not establish economic equivalence.,False,factor_research/factor_library.py::add_basic_factors,False,unresolved_semantics
ret_10,project_basic,True,MomentumTrend,ReturnDynamics,ret,window_10,dimensionless,"close/lag(close,10)-1",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,
ret_20,project_basic,True,MomentumTrend,ReturnDynamics,ret,window_20,dimensionless,"close/lag(close,20)-1",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,
ret_5,project_basic,True,MomentumTrend,ReturnDynamics,ret,window_5,dimensionless,"close/lag(close,5)-1",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,
rev_20_exclude_5,project_basic,True,Reversal,ReturnDynamics,rev_20_exclude_5,lags_5_to_20,dimensionless,"-(lag(close,5)/lag(close,20)-1)",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,
rev_5,project_basic,True,Reversal,ReturnDynamics,rev,window_5,dimensionless,"-(close/lag(close,5)-1)",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,
std_20,project_basic,True,VolatilityRisk,RiskLottery,std,window_20,dimensionless,"rolling_std(close/lag(close,1)-1,20,ddof=1)",source_formula_reconciled,Existing definition retained; numeric clustering does not establish economic equivalence.,True,factor_research/factor_library.py::add_basic_factors,True,
ta_momentum_ao,ta,True,MomentumTrend,PriceLevelOrPriceDifference,AwesomeOscillatorIndicator.awesome_oscillator,"{""window1"": 5, ""window2"": 34}",provider_price,"AwesomeOscillatorIndicator({""fillna"": false, ""window1"": 5, ""window2"": 34}).awesome_oscillator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:466; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:474,True,provider_price_scale_unverified
ta_momentum_kama,ta,True,MomentumTrend,PriceLevelOrPriceDifference,canonical_causal_kama,window_10_fast_2_slow_30_state_anchor_2000-01-04,provider_price,"causal_kama(close,window=10,fast_period=2,slow_period=30)",source_call_and_parameters_reconciled,"Canonical override: causal diff, skip missing output while preserving state; not upstream np.roll.",False,research_validation/overlap_lineage.py::causal_kama; canonical factor_lineage.csv,True,provider_price_scale_unverified
ta_momentum_ppo,ta,True,MomentumTrend,ReturnDynamics,PercentagePriceOscillator.ppo,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:659; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:487,True,
ta_momentum_ppo_hist,ta,True,MomentumTrend,ReturnDynamics,PercentagePriceOscillator.ppo_hist,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo_hist()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:682; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:489,True,
ta_momentum_ppo_signal,ta,True,MomentumTrend,ReturnDynamics,PercentagePriceOscillator.ppo_signal,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,"PercentagePriceOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).ppo_signal()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:670; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:488,True,
ta_momentum_pvo,ta,True,MomentumTrend,ReturnDynamics,PercentageVolumeOscillator.pvo,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,"PercentageVolumeOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).pvo()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:733; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:495,True,
ta_momentum_pvo_hist,ta,False,MomentumTrend,ReturnDynamics,PercentageVolumeOscillator.pvo_hist,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,"PercentageVolumeOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).pvo_hist()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:756; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:497,True,
ta_momentum_pvo_signal,ta,True,MomentumTrend,ReturnDynamics,PercentageVolumeOscillator.pvo_signal,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,"PercentageVolumeOscillator({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).pvo_signal()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:744; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:496,True,
ta_momentum_roc,ta,True,MomentumTrend,ReturnDynamics,ROCIndicator.roc,"{""window"": 12}",dimensionless,"ROCIndicator({""fillna"": false, ""window"": 12}).roc()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:398; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:479,True,
ta_momentum_rsi,ta,True,MomentumTrend,ReturnDynamics,RSIIndicator.rsi,"{""window"": 14}",dimensionless,"RSIIndicator({""fillna"": false, ""window"": 14}).rsi()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:53; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:425,True,
ta_momentum_stoch,ta,False,MomentumTrend,ReturnDynamics,StochasticOscillator.stoch,"{""smooth_window"": 3, ""window"": 14}",dimensionless,"StochasticOscillator({""fillna"": false, ""smooth_window"": 3, ""window"": 14}).stoch()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:259; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:465,True,
ta_momentum_stoch_rsi,ta,False,MomentumTrend,ReturnDynamics,StochRSIIndicator.stochrsi,"{""smooth1"": 3, ""smooth2"": 3, ""window"": 14}",dimensionless,"StochRSIIndicator({""fillna"": false, ""smooth1"": 3, ""smooth2"": 3, ""window"": 14}).stochrsi()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:593; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:433,True,
ta_momentum_stoch_rsi_d,ta,False,MomentumTrend,ReturnDynamics,StochRSIIndicator.stochrsi_d,"{""smooth1"": 3, ""smooth2"": 3, ""window"": 14}",dimensionless,"StochRSIIndicator({""fillna"": false, ""smooth1"": 3, ""smooth2"": 3, ""window"": 14}).stochrsi_d()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:611; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:435,True,
ta_momentum_stoch_rsi_k,ta,False,MomentumTrend,ReturnDynamics,StochRSIIndicator.stochrsi_k,"{""smooth1"": 3, ""smooth2"": 3, ""window"": 14}",dimensionless,"StochRSIIndicator({""fillna"": false, ""smooth1"": 3, ""smooth2"": 3, ""window"": 14}).stochrsi_k()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:602; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:434,True,
ta_momentum_stoch_signal,ta,False,MomentumTrend,ReturnDynamics,StochasticOscillator.stoch_signal,"{""smooth_window"": 3, ""window"": 14}",dimensionless,"StochasticOscillator({""fillna"": false, ""smooth_window"": 3, ""window"": 14}).stoch_signal()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:268; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:466,True,
ta_momentum_tsi,ta,True,MomentumTrend,ReturnDynamics,TSIIndicator.tsi,"{""window_fast"": 13, ""window_slow"": 25}",dimensionless,"TSIIndicator({""fillna"": false, ""window_fast"": 13, ""window_slow"": 25}).tsi()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:112; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:438,True,
ta_momentum_uo,ta,True,MomentumTrend,ReturnDynamics,UltimateOscillator.ultimate_oscillator,"{""weight1"": 4.0, ""weight2"": 2.0, ""weight3"": 1.0, ""window1"": 7, ""window2"": 14, ""window3"": 28}",dimensionless,"UltimateOscillator({""fillna"": false, ""weight1"": 4.0, ""weight2"": 2.0, ""weight3"": 1.0, ""window1"": 7, ""window2"": 14, ""window3"": 28}).ultimate_oscillator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:207; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:443,True,
ta_momentum_wr,ta,False,MomentumTrend,ReturnDynamics,WilliamsRIndicator.williams_r,"{""lbp"": 14}",dimensionless,"WilliamsRIndicator({""fillna"": false, ""lbp"": 14}).williams_r()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/momentum.py:539; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:469,True,
ta_trend_adx,ta,False,MomentumTrend,ReturnDynamics,ADXIndicator.adx,"{""window"": 14}",dimensionless,"ADXIndicator({""fillna"": false, ""window"": 14}).adx()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:771; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:343,True,
ta_trend_adx_neg,ta,True,MomentumTrend,ReturnDynamics,ADXIndicator.adx_neg,"{""window"": 14}",dimensionless,"ADXIndicator({""fillna"": false, ""window"": 14}).adx_neg()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:841; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:345,True,recursive_missingness_quality_review
ta_trend_adx_pos,ta,True,MomentumTrend,ReturnDynamics,ADXIndicator.adx_pos,"{""window"": 14}",dimensionless,"ADXIndicator({""fillna"": false, ""window"": 14}).adx_pos()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:820; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:344,True,recursive_missingness_quality_review
ta_trend_aroon_down,ta,True,MomentumTrend,ReturnDynamics,AroonIndicator.aroon_down,"{""window"": 25}",dimensionless,"AroonIndicator({""fillna"": false, ""window"": 25}).aroon_down()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:64; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:375,True,
